"Time","{dostawca=""Azure"", konfiguracja=""high"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""low"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""medium"", usługa=""Container Apps""}"
2025-09-13 23:24:00,22,71.4,44.9
2025-09-13 23:24:30,22,71.4,44.9
2025-09-13 23:25:00,22,71.4,44.9
2025-09-13 23:25:30,22,71.4,44.9
2025-09-13 23:26:00,22,71.4,44.9
2025-09-13 23:26:30,22,71.4,44.9
2025-09-13 23:27:00,22,71.4,44.9
2025-09-13 23:27:30,22,71.4,44.9
2025-09-13 23:28:00,22,71.4,44.9
2025-09-13 23:28:30,22,71.4,44.9
2025-09-13 23:29:00,22,70.9,44.9
2025-09-13 23:29:30,22,70.9,44.9
2025-09-13 23:30:00,22,69.4,44.9
2025-09-13 23:30:30,22,69.4,44.9
2025-09-13 23:31:00,22,69,44.9
2025-09-13 23:31:30,22,69,44.9
2025-09-13 23:32:00,22,69,44.9
2025-09-13 23:32:30,22,69,44.9
2025-09-13 23:33:00,22,69,44.9
2025-09-13 23:33:30,22,69,44.9
2025-09-13 23:34:00,22,69,44.9
2025-09-13 23:34:30,22,69,44.9
2025-09-13 23:35:00,22,69,44.9
2025-09-13 23:35:30,22,69,44.9
2025-09-13 23:36:00,22.4,69,44.9
2025-09-13 23:36:30,22.4,69,44.9
2025-09-13 23:37:00,22.4,69,44.9
2025-09-13 23:37:30,22.4,69,44.9
2025-09-13 23:38:00,22.4,69,44.9
2025-09-13 23:38:30,22.4,69,44.9
2025-09-13 23:39:00,22.4,69,44.9
2025-09-13 23:39:30,22.4,69,44.9
2025-09-13 23:40:00,22.4,69,44.9
2025-09-13 23:40:30,22.4,69,44.9
2025-09-13 23:41:00,22.4,69,44.9
2025-09-13 23:41:30,22.4,69,44.9
2025-09-13 23:42:00,22.4,69,44.9
2025-09-13 23:42:30,22.4,69,44.9
2025-09-13 23:43:00,22.4,69,44.9
2025-09-13 23:43:30,22.4,69,44.9
2025-09-13 23:44:00,22.4,69,44.9
2025-09-13 23:44:30,22.4,69,44.9
2025-09-13 23:45:00,22.4,69,44.9
2025-09-13 23:45:30,22.4,69,44.9
2025-09-13 23:46:00,22.4,69,44.9
2025-09-13 23:46:30,22.4,69,44.9
2025-09-13 23:47:00,22.4,69,44.9
2025-09-13 23:47:30,22.4,69,44.9
2025-09-13 23:48:00,22.4,69,44.9
2025-09-13 23:48:30,22.4,69,44.9
2025-09-13 23:49:00,22.4,69,44.9
2025-09-13 23:49:30,22.4,69,44.9
2025-09-13 23:50:00,22.4,69,44.5
2025-09-13 23:50:30,22.4,69,44.5
2025-09-13 23:51:00,22.5,69,45.9
2025-09-13 23:51:30,22.5,69,45.9
2025-09-13 23:52:00,22.5,69.7,45.9
2025-09-13 23:52:30,22.5,69.7,45.9
2025-09-13 23:53:00,22.9,69.9,46.1
2025-09-13 23:53:30,22.9,69.9,46.1
2025-09-13 23:54:00,22.9,69.9,46.1
2025-09-13 23:54:30,22.9,69.9,46.1
2025-09-13 23:55:00,23,69.9,46.1
2025-09-13 23:55:30,23,69.9,46.1
2025-09-13 23:56:00,23,69.9,46.1
2025-09-13 23:56:30,23,69.9,46.1
2025-09-13 23:57:00,23,71.1,46.1
2025-09-13 23:57:30,23,71.1,46.1
2025-09-13 23:58:00,23,72.6,46.2
2025-09-13 23:58:30,23,72.6,46.2
2025-09-13 23:59:00,23,72.6,46.2
2025-09-13 23:59:30,23,72.6,46.2
