"Time","{dostawca=""Azure"", konfiguracja=""high"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""low"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""medium"", usługa=""Container Apps""}"
2025-09-13 20:33:00,19.8,63,42
2025-09-13 20:33:30,19.8,63,42
2025-09-13 20:34:00,20,63.3,42
2025-09-13 20:34:30,20,63.3,42
2025-09-13 20:35:00,19.8,63.3,42
2025-09-13 20:35:30,19.8,63.3,42
2025-09-13 20:36:00,20,63.3,42
2025-09-13 20:36:30,20,63.3,42
2025-09-13 20:37:00,19.8,63.8,42
2025-09-13 20:37:30,19.8,63.8,42
2025-09-13 20:38:00,20,63.8,42
2025-09-13 20:38:30,20,63.8,42
2025-09-13 20:39:00,20,63.8,42
2025-09-13 20:39:30,20,63.8,42
2025-09-13 20:40:00,20.3,64,42.3
2025-09-13 20:40:30,20.3,64,42.3
2025-09-13 20:41:00,20.5,64,42.5
2025-09-13 20:41:30,20.5,64,42.5
2025-09-13 20:42:00,20.3,64.8,42.3
2025-09-13 20:42:30,20.3,64.8,42.3
2025-09-13 20:43:00,20.5,64.3,42
2025-09-13 20:43:30,20.5,64.3,42
2025-09-13 20:44:00,20.8,64.3,42.3
2025-09-13 20:44:30,20.8,64.3,42.3
2025-09-13 20:45:00,20.3,64.3,42
2025-09-13 20:45:30,20.3,64.3,42
2025-09-13 20:46:00,20.8,64.3,42
2025-09-13 20:46:30,20.8,64.3,42
2025-09-13 20:47:00,20.8,65,42
2025-09-13 20:47:30,20.8,65,42
2025-09-13 20:48:00,20.8,65,42.3
2025-09-13 20:48:30,20.8,65,42.3
2025-09-13 20:49:00,20.8,64.5,42
2025-09-13 20:49:30,20.8,64.5,42
2025-09-13 20:50:00,20.8,64.5,42.3
2025-09-13 20:50:30,20.8,64.5,42.3
2025-09-13 20:51:00,20.5,64.5,42.3
2025-09-13 20:51:30,20.5,64.5,42.3
2025-09-13 20:52:00,20.8,64.3,42.3
2025-09-13 20:52:30,20.8,64.3,42.3
2025-09-13 20:53:00,20.5,64.3,41.8
2025-09-13 20:53:30,20.5,64.3,41.8
2025-09-13 20:54:00,20.5,64.5,41.8
2025-09-13 20:54:30,20.5,64.5,41.8
2025-09-13 20:55:00,20.5,64.5,41.8
2025-09-13 20:55:30,20.5,64.5,41.8
2025-09-13 20:56:00,20.5,65,41.5
2025-09-13 20:56:30,20.5,65,41.5
2025-09-13 20:57:00,20.5,65,41.8
2025-09-13 20:57:30,20.5,65,41.8
2025-09-13 20:58:00,20.5,65,41.8
2025-09-13 20:58:30,20.5,65,41.8
2025-09-13 20:59:00,20.5,65.5,41.8
2025-09-13 20:59:30,20.5,65.5,41.8
2025-09-13 21:00:00,20.5,65.5,41.8
2025-09-13 21:00:30,20.5,65.5,41.8
2025-09-13 21:01:00,20.5,65.5,42
2025-09-13 21:01:30,20.5,65.5,42
2025-09-13 21:02:00,20.5,66,42
2025-09-13 21:02:30,20.5,66,42
2025-09-13 21:03:00,20.5,66,42.3
2025-09-13 21:03:30,20.5,66,42.3
2025-09-13 21:04:00,20.5,65.5,42.3
2025-09-13 21:04:30,20.5,65.5,42.3
2025-09-13 21:05:00,20.5,65.5,42.3
2025-09-13 21:05:30,20.5,65.5,42.3
2025-09-13 21:06:00,20.5,65.5,41.8
2025-09-13 21:06:30,20.5,65.5,41.8
2025-09-13 21:07:00,20.5,65.3,42.3
2025-09-13 21:07:30,20.5,65.3,42.3
2025-09-13 21:08:00,20.5,65.3,42.3
2025-09-13 21:08:30,20.5,65.3,42.3
2025-09-13 21:09:00,20.5,65.5,42.3
2025-09-13 21:09:30,20.5,65.5,42.3
2025-09-13 21:10:00,20.5,66,42.5
2025-09-13 21:10:30,20.5,66,42.5
2025-09-13 21:11:00,20.5,66.3,42.5
2025-09-13 21:11:30,20.5,66.3,42.5
2025-09-13 21:12:00,20.5,67,42.5
2025-09-13 21:12:30,20.5,67,42.5
2025-09-13 21:13:00,20.5,67.3,42.8
2025-09-13 21:13:30,20.5,67.3,42.8
2025-09-13 21:14:00,20.5,67.5,42.8
2025-09-13 21:14:30,20.5,67.5,42.8
2025-09-13 21:15:00,20.5,67.5,42.8
2025-09-13 21:15:30,20.5,67.5,42.8
2025-09-13 21:16:00,20.5,67.5,42.8
2025-09-13 21:16:30,20.5,67.5,42.8
2025-09-13 21:17:00,20.5,67.3,42.5
2025-09-13 21:17:30,20.5,67.3,42.5
2025-09-13 21:18:00,20.5,67.3,42.5
2025-09-13 21:18:30,20.5,67.3,42.5
2025-09-13 21:19:00,20.5,67.3,42.5
2025-09-13 21:19:30,20.5,67.3,42.5
2025-09-13 21:20:00,20.5,67.3,42.5
2025-09-13 21:20:30,20.5,67.3,42.5
2025-09-13 21:21:00,20.5,67.3,42.5
2025-09-13 21:21:30,20.5,67.3,42.5
2025-09-13 21:22:00,20.5,67.3,42.5
2025-09-13 21:22:30,20.5,67.3,42.5
2025-09-13 21:23:00,20.5,67.5,42.5
2025-09-13 21:23:30,20.5,67.5,42.5
2025-09-13 21:24:00,20.8,67.3,42.5
2025-09-13 21:24:30,20.8,67.3,42.5
2025-09-13 21:25:00,20.5,67.3,42.5
2025-09-13 21:25:30,20.5,67.3,42.5
2025-09-13 21:26:00,20.5,67.3,42.5
2025-09-13 21:26:30,20.5,67.3,42.5
2025-09-13 21:27:00,20.8,67.3,42.5
2025-09-13 21:27:30,20.8,67.3,42.5
2025-09-13 21:28:00,20.5,67.3,42.5
2025-09-13 21:28:30,20.5,67.3,42.5
2025-09-13 21:29:00,20.5,67.3,42.5
2025-09-13 21:29:30,20.5,67.3,42.5
2025-09-13 21:30:00,20.8,67.3,42.5
2025-09-13 21:30:30,20.8,67.3,42.5
2025-09-13 21:31:00,20.5,67.3,42.5
2025-09-13 21:31:30,20.5,67.3,42.5
2025-09-13 21:32:00,20.5,67.3,42.5
2025-09-13 21:32:30,20.5,67.3,42.5
2025-09-13 21:33:00,20.8,67.3,42.5
2025-09-13 21:33:30,20.8,67.3,42.5
2025-09-13 21:34:00,20.5,67.3,42.5
2025-09-13 21:34:30,20.5,67.3,42.5
2025-09-13 21:35:00,20.5,67.3,42.5
2025-09-13 21:35:30,20.5,67.3,42.5
2025-09-13 21:36:00,20.8,67.3,42.5
2025-09-13 21:36:30,20.8,67.3,42.5
2025-09-13 21:37:00,20.5,67.5,42.5
2025-09-13 21:37:30,20.5,67.5,42.5
2025-09-13 21:38:00,20.8,67.5,42.5
2025-09-13 21:38:30,20.8,67.5,42.5
2025-09-13 21:39:00,20.8,67.8,42.5
2025-09-13 21:39:30,20.8,67.8,42.5
2025-09-13 21:40:00,20.5,67.5,42.5
2025-09-13 21:40:30,20.5,67.5,42.5
2025-09-13 21:41:00,20.5,67.5,42.5
2025-09-13 21:41:30,20.5,67.5,42.5
2025-09-13 21:42:00,20.5,67.3,42.5
2025-09-13 21:42:30,20.5,67.3,42.5
2025-09-13 21:43:00,20.5,67,42
2025-09-13 21:43:30,20.5,67,42
2025-09-13 21:44:00,20.5,66.8,41.5
2025-09-13 21:44:30,20.5,66.8,41.5
2025-09-13 21:45:00,20.5,66.8,42
2025-09-13 21:45:30,20.5,66.8,42
2025-09-13 21:46:00,20.3,66.8,42
2025-09-13 21:46:30,20.3,66.8,42
2025-09-13 21:47:00,20.5,67,42
2025-09-13 21:47:30,20.5,67,42
2025-09-13 21:48:00,20.3,67.3,41.8
2025-09-13 21:48:30,20.3,67.3,41.8
2025-09-13 21:49:00,20.3,67.3,42
2025-09-13 21:49:30,20.3,67.3,42
2025-09-13 21:50:00,20.3,67.3,42
2025-09-13 21:50:30,20.3,67.3,42
2025-09-13 21:51:00,20.3,67.3,41.8
2025-09-13 21:51:30,20.3,67.3,41.8
2025-09-13 21:52:00,19.8,67.3,42
2025-09-13 21:52:30,19.8,67.3,42
2025-09-13 21:53:00,20.3,67,41.8
2025-09-13 21:53:30,20.3,67,41.8
2025-09-13 21:54:00,19.8,67.3,41.8
2025-09-13 21:54:30,19.8,67.3,41.8
2025-09-13 21:55:00,19.8,67.5,41.8
2025-09-13 21:55:30,19.8,67.5,41.8
2025-09-13 21:56:00,19.8,67.5,42
2025-09-13 21:56:30,19.8,67.5,42
2025-09-13 21:57:00,19.8,67.3,41.8
2025-09-13 21:57:30,19.8,67.3,41.8
2025-09-13 21:58:00,19.8,66.3,41.8
2025-09-13 21:58:30,19.8,66.3,41.8
2025-09-13 21:59:00,20,66.3,41.8
2025-09-13 21:59:30,20,66.3,41.8
2025-09-13 22:00:00,20,66.3,42
2025-09-13 22:00:30,20,66.3,42
2025-09-13 22:01:00,20.3,66.3,42
2025-09-13 22:01:30,20.3,66.3,42
2025-09-13 22:02:00,20.5,65,42
2025-09-13 22:02:30,20.5,65,42
2025-09-13 22:03:00,20.5,64.5,42
2025-09-13 22:03:30,20.5,64.5,42
2025-09-13 22:04:00,20.5,64.5,41.5
2025-09-13 22:04:30,20.5,64.5,41.5
2025-09-13 22:05:00,20.5,64.5,41.5
2025-09-13 22:05:30,20.5,64.5,41.5
2025-09-13 22:06:00,20.5,64.5,41.5
2025-09-13 22:06:30,20.5,64.5,41.5
2025-09-13 22:07:00,20.3,64.5,41.5
2025-09-13 22:07:30,20.3,64.5,41.5
2025-09-13 22:08:00,20.3,64.5,40.8
2025-09-13 22:08:30,20.3,64.5,40.8
2025-09-13 22:09:00,20.3,64.5,41.3
2025-09-13 22:09:30,20.3,64.5,41.3
2025-09-13 22:10:00,20.5,65,41.3
2025-09-13 22:10:30,20.5,65,41.3
2025-09-13 22:11:00,20.5,65,42
2025-09-13 22:11:30,20.5,65,42
2025-09-13 22:12:00,20.5,65.5,42.3
2025-09-13 22:12:30,20.5,65.5,42.3
2025-09-13 22:13:00,20.5,66,42.3
2025-09-13 22:13:30,20.5,66,42.3
2025-09-13 22:14:00,20.8,66.8,42.5
2025-09-13 22:14:30,20.8,66.8,42.5
2025-09-13 22:15:00,20.5,66,42.3
2025-09-13 22:15:30,20.5,66,42.3
2025-09-13 22:16:00,20.8,65.5,42.3
2025-09-13 22:16:30,20.8,65.5,42.3
2025-09-13 22:17:00,20.8,65.5,42.3
2025-09-13 22:17:30,20.8,65.5,42.3
2025-09-13 22:18:00,20.8,65.5,42.3
2025-09-13 22:18:30,20.8,65.5,42.3
2025-09-13 22:19:00,20.8,65.5,42.5
2025-09-13 22:19:30,20.8,65.5,42.5
2025-09-13 22:20:00,20.8,65.5,42.3
2025-09-13 22:20:30,20.8,65.5,42.3
2025-09-13 22:21:00,20.8,65.5,42.5
2025-09-13 22:21:30,20.8,65.5,42.5
2025-09-13 22:22:00,20.8,65.5,42.3
2025-09-13 22:22:30,20.8,65.5,42.3
2025-09-13 22:23:00,20.8,66,42.5
2025-09-13 22:23:30,20.8,66,42.5
2025-09-13 22:24:00,20.8,65.5,42.3
2025-09-13 22:24:30,20.8,65.5,42.3
2025-09-13 22:25:00,20.8,65.5,42.5
2025-09-13 22:25:30,20.8,65.5,42.5
2025-09-13 22:26:00,20.8,65.5,42.5
2025-09-13 22:26:30,20.8,65.5,42.5
2025-09-13 22:27:00,20.8,65.5,42.5
2025-09-13 22:27:30,20.8,65.5,42.5
2025-09-13 22:28:00,20.8,65.8,42.5
2025-09-13 22:28:30,20.8,65.8,42.5
2025-09-13 22:29:00,21,65.8,42.5
2025-09-13 22:29:30,21,65.8,42.5
2025-09-13 22:30:00,20.8,65.5,42.8
2025-09-13 22:30:30,20.8,65.5,42.8
2025-09-13 22:31:00,21,65.5,42.3
2025-09-13 22:31:30,21,65.5,42.3
2025-09-13 22:32:00,21,65.5,42.8
2025-09-13 22:32:30,21,65.5,42.8
2025-09-13 22:33:00,21,65.5,42.3
2025-09-13 22:33:30,21,65.5,42.3
2025-09-13 22:34:00,21,65.8,42.8
2025-09-13 22:34:30,21,65.8,42.8
2025-09-13 22:35:00,21,65.8,42.3
2025-09-13 22:35:30,21,65.8,42.3
2025-09-13 22:36:00,21,65.8,42.3
2025-09-13 22:36:30,21,65.8,42.3
2025-09-13 22:37:00,21,66.3,42.3
2025-09-13 22:37:30,21,66.3,42.3
2025-09-13 22:38:00,20.3,65.8,42.3
2025-09-13 22:38:30,20.3,65.8,42.3
2025-09-13 22:39:00,20.5,63.8,41.5
2025-09-13 22:39:30,20.5,63.8,41.5
2025-09-13 22:40:00,20.5,63.8,42.3
2025-09-13 22:40:30,20.5,63.8,42.3
2025-09-13 22:41:00,20.5,61.5,41.5
2025-09-13 22:41:30,20.5,61.5,41.5
2025-09-13 22:42:00,20.5,57,41.5
2025-09-13 22:42:30,20.5,57,41.5
2025-09-13 22:43:00,20.5,57,41.5
2025-09-13 22:43:30,20.5,57,41.5
2025-09-13 22:44:00,20.5,56.5,41.5
2025-09-13 22:44:30,20.5,56.5,41.5
2025-09-13 22:45:00,20.5,56.5,41.5
2025-09-13 22:45:30,20.5,56.5,41.5
2025-09-13 22:46:00,20.5,56.5,41.5
2025-09-13 22:46:30,20.5,56.5,41.5
2025-09-13 22:47:00,20.5,56.5,41.5
2025-09-13 22:47:30,20.5,56.5,41.5
2025-09-13 22:48:00,20.5,57,41.5
2025-09-13 22:48:30,20.5,57,41.5
2025-09-13 22:49:00,20.5,59.5,40.8
2025-09-13 22:49:30,20.5,59.5,40.8
2025-09-13 22:50:00,21,59.5,41.5
2025-09-13 22:50:30,21,59.5,41.5
2025-09-13 22:51:00,20.5,61.5,41.5
2025-09-13 22:51:30,20.5,61.5,41.5
2025-09-13 22:52:00,21,61.5,41.5
2025-09-13 22:52:30,21,61.5,41.5
2025-09-13 22:53:00,20.5,61.5,41.5
2025-09-13 22:53:30,20.5,61.5,41.5
2025-09-13 22:54:00,20.5,62.3,42.3
2025-09-13 22:54:30,20.5,62.3,42.3
2025-09-13 22:55:00,20.5,62.3,41.5
2025-09-13 22:55:30,20.5,62.3,41.5
2025-09-13 22:56:00,20.5,62.3,41.5
2025-09-13 22:56:30,20.5,62.3,41.5
2025-09-13 22:57:00,20,63.3,42.3
2025-09-13 22:57:30,20,63.3,42.3
2025-09-13 22:58:00,20.5,63.3,41.5
2025-09-13 22:58:30,20.5,63.3,41.5
2025-09-13 22:59:00,20,63.3,41.5
2025-09-13 22:59:30,20,63.3,41.5
2025-09-13 23:00:00,20.3,64.3,41.5
2025-09-13 23:00:30,20.3,64.3,41.5
2025-09-13 23:01:00,20.3,64.3,42
2025-09-13 23:01:30,20.3,64.3,42
2025-09-13 23:02:00,20,65.5,41.5
2025-09-13 23:02:30,20,65.5,41.5
2025-09-13 23:03:00,20.3,66.3,42
2025-09-13 23:03:30,20.3,66.3,42
2025-09-13 23:04:00,20.3,65.5,42
2025-09-13 23:04:30,20.3,65.5,42
2025-09-13 23:05:00,20.3,65.5,42
2025-09-13 23:05:30,20.3,65.5,42
2025-09-13 23:06:00,20.3,65.5,42.3
2025-09-13 23:06:30,20.3,65.5,42.3
2025-09-13 23:07:00,20.5,64.3,42.3
2025-09-13 23:07:30,20.5,64.3,42.3
2025-09-13 23:08:00,20.5,64.3,42.3
2025-09-13 23:08:30,20.5,64.3,42.3
2025-09-13 23:09:00,20.5,64.3,42.3
2025-09-13 23:09:30,20.5,64.3,42.3
2025-09-13 23:10:00,20.5,63.5,42.3
2025-09-13 23:10:30,20.5,63.5,42.3
2025-09-13 23:11:00,20.5,63.5,42.8
2025-09-13 23:11:30,20.5,63.5,42.8
2025-09-13 23:12:00,20.5,63.5,42.3
2025-09-13 23:12:30,20.5,63.5,42.3
2025-09-13 23:13:00,20.5,63.5,42.8
2025-09-13 23:13:30,20.5,63.5,42.8
2025-09-13 23:14:00,20.5,64,42.8
2025-09-13 23:14:30,20.5,64,42.8
2025-09-13 23:15:00,20.5,64.8,42.8
2025-09-13 23:15:30,20.5,64.8,42.8
2025-09-13 23:16:00,20.5,64.8,43
2025-09-13 23:16:30,20.5,64.8,43
2025-09-13 23:17:00,20.5,64.8,43
2025-09-13 23:17:30,20.5,64.8,43
2025-09-13 23:18:00,20.5,64.8,43
2025-09-13 23:18:30,20.5,64.8,43
2025-09-13 23:19:00,20.5,64.8,43
2025-09-13 23:19:30,20.5,64.8,43
2025-09-13 23:20:00,20.5,64.8,43
2025-09-13 23:20:30,20.5,64.8,43
2025-09-13 23:21:00,20.5,64.8,43
2025-09-13 23:21:30,20.5,64.8,43
2025-09-13 23:22:00,20.5,64.8,43
2025-09-13 23:22:30,20.5,64.8,43
2025-09-13 23:23:00,20.5,64.5,42.8
2025-09-13 23:23:30,20.5,64.5,42.8
2025-09-13 23:24:00,20.5,64.5,42.8
2025-09-13 23:24:30,20.5,64.5,42.8
2025-09-13 23:25:00,20.5,64.5,42.8
2025-09-13 23:25:30,20.5,64.5,42.8
2025-09-13 23:26:00,20.5,64.5,42.8
2025-09-13 23:26:30,20.5,64.5,42.8
2025-09-13 23:27:00,20.5,64.5,42.8
2025-09-13 23:27:30,20.5,64.5,42.8
2025-09-13 23:28:00,20.5,64.5,42.8
2025-09-13 23:28:30,20.5,64.5,42.8
2025-09-13 23:29:00,20.5,64.5,42.8
2025-09-13 23:29:30,20.5,64.5,42.8
2025-09-13 23:30:00,20.5,64.5,42.8
2025-09-13 23:30:30,20.5,64.5,42.8
2025-09-13 23:31:00,20.5,64.5,43
2025-09-13 23:31:30,20.5,64.5,43
2025-09-13 23:32:00,20.5,64.5,43
2025-09-13 23:32:30,20.5,64.5,43
2025-09-13 23:33:00,20.5,64.5,42.8
2025-09-13 23:33:30,20.5,64.5,42.8
2025-09-13 23:34:00,20.5,64.5,42.8
2025-09-13 23:34:30,20.5,64.5,42.8
2025-09-13 23:35:00,20.5,64.5,42.8
2025-09-13 23:35:30,20.5,64.5,42.8
2025-09-13 23:36:00,20.5,64.5,42.8
2025-09-13 23:36:30,20.5,64.5,42.8
2025-09-13 23:37:00,20.5,64.5,42.8
2025-09-13 23:37:30,20.5,64.5,42.8
2025-09-13 23:38:00,20.5,64.5,42.8
2025-09-13 23:38:30,20.5,64.5,42.8
2025-09-13 23:39:00,20.8,64.5,42.8
2025-09-13 23:39:30,20.8,64.5,42.8
2025-09-13 23:40:00,20.5,64.5,42.8
2025-09-13 23:40:30,20.5,64.5,42.8
2025-09-13 23:41:00,20.5,64.5,42.8
2025-09-13 23:41:30,20.5,64.5,42.8
2025-09-13 23:42:00,20.8,64.5,42.8
2025-09-13 23:42:30,20.8,64.5,42.8
2025-09-13 23:43:00,20.5,64,42.5
2025-09-13 23:43:30,20.5,64,42.5
2025-09-13 23:44:00,20.8,64,42.5
2025-09-13 23:44:30,20.8,64,42.5
2025-09-13 23:45:00,20.5,63.5,42.5
2025-09-13 23:45:30,20.5,63.5,42.5
2025-09-13 23:46:00,20.5,63.3,42.5
2025-09-13 23:46:30,20.5,63.3,42.5
2025-09-13 23:47:00,20.5,62.8,42.5
2025-09-13 23:47:30,20.5,62.8,42.5
2025-09-13 23:48:00,20.3,62.5,42.5
2025-09-13 23:48:30,20.3,62.5,42.5
2025-09-13 23:49:00,20.3,62.5,42.5
2025-09-13 23:49:30,20.3,62.5,42.5
2025-09-13 23:50:00,20.3,62.5,42.3
2025-09-13 23:50:30,20.3,62.5,42.3
2025-09-13 23:51:00,20.3,62.5,42.3
2025-09-13 23:51:30,20.3,62.5,42.3
2025-09-13 23:52:00,20,62.8,42.3
2025-09-13 23:52:30,20,62.8,42.3
2025-09-13 23:53:00,20.3,63,42.3
2025-09-13 23:53:30,20.3,63,42.3
2025-09-13 23:54:00,20,63.5,42.3
2025-09-13 23:54:30,20,63.5,42.3
2025-09-13 23:55:00,20.3,63.3,42.5
2025-09-13 23:55:30,20.3,63.3,42.5
2025-09-13 23:56:00,20.3,63.3,42.5
2025-09-13 23:56:30,20.3,63.3,42.5
2025-09-13 23:57:00,20.3,63.3,42.3
2025-09-13 23:57:30,20.3,63.3,42.3
2025-09-13 23:58:00,20.3,63.3,42.5
2025-09-13 23:58:30,20.3,63.3,42.5
2025-09-13 23:59:00,20.3,63.3,42.5
2025-09-13 23:59:30,20.3,63.3,42.5
2025-09-14 00:00:00,19.8,63,42.5
2025-09-14 00:00:30,19.8,63,42.5
2025-09-14 00:01:00,20.3,63,42
2025-09-14 00:01:30,20.3,63,42
2025-09-14 00:02:00,19.8,63,42.5
2025-09-14 00:02:30,19.8,63,42.5
2025-09-14 00:03:00,19.8,63,42
2025-09-14 00:03:30,19.8,63,42
2025-09-14 00:04:00,19.8,63,42
2025-09-14 00:04:30,19.8,63,42
2025-09-14 00:05:00,19.8,63,42
2025-09-14 00:05:30,19.8,63,42
2025-09-14 00:06:00,19.5,63,42
2025-09-14 00:06:30,19.5,63,42
2025-09-14 00:07:00,19.8,63,41.5
2025-09-14 00:07:30,19.8,63,41.5
2025-09-14 00:08:00,19.5,63,42
2025-09-14 00:08:30,19.5,63,42
2025-09-14 00:09:00,19.5,63,42.5
2025-09-14 00:09:30,19.5,63,42.5
2025-09-14 00:10:00,19.8,63,42
2025-09-14 00:10:30,19.8,63,42
2025-09-14 00:11:00,19.8,63,42
2025-09-14 00:11:30,19.8,63,42
2025-09-14 00:12:00,19.8,63,42
2025-09-14 00:12:30,19.8,63,42
2025-09-14 00:13:00,20,62,42
2025-09-14 00:13:30,20,62,42
2025-09-14 00:14:00,20,61,40.8
2025-09-14 00:14:30,20,61,40.8
2025-09-14 00:15:00,20,61,42
2025-09-14 00:15:30,20,61,42
2025-09-14 00:16:00,20,61,42
2025-09-14 00:16:30,20,61,42
2025-09-14 00:17:00,20,61,42.5
2025-09-14 00:17:30,20,61,42.5
2025-09-14 00:18:00,20.3,61,42.5
2025-09-14 00:18:30,20.3,61,42.5
2025-09-14 00:19:00,20.3,61,42.5
2025-09-14 00:19:30,20.3,61,42.5
2025-09-14 00:20:00,20.8,61,42.5
2025-09-14 00:20:30,20.8,61,42.5
2025-09-14 00:21:00,20.3,60.8,42.5
2025-09-14 00:21:30,20.3,60.8,42.5
2025-09-14 00:22:00,20.8,59.5,42.5
2025-09-14 00:22:30,20.8,59.5,42.5
