"Time","{dostawca=""Azure"", konfiguracja=""high"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""low"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""medium"", usługa=""Container Apps""}"
2025-09-14 01:20:30,3,14,7
2025-09-14 01:21:00,3,14,7
2025-09-14 01:21:30,3,14,7
2025-09-14 01:22:00,3,14,7
2025-09-14 01:22:30,3,14,7
2025-09-14 01:23:00,3,14,7
2025-09-14 01:23:30,3,14,7
2025-09-14 01:24:00,3,14,7
2025-09-14 01:24:30,3,14,7
2025-09-14 01:25:00,3,14,7
2025-09-14 01:25:30,3,14,7
2025-09-14 01:26:00,3,14,7
2025-09-14 01:26:30,3,14,7
2025-09-14 01:27:00,3,14,7
2025-09-14 01:27:30,3,14,7
2025-09-14 01:28:00,3,14,7
2025-09-14 01:28:30,3,14,7
2025-09-14 01:29:00,3,14,7
2025-09-14 01:29:30,3,14,7
2025-09-14 01:30:00,3,14,7
2025-09-14 01:30:30,3,14,7
2025-09-14 01:31:00,3,14,7
2025-09-14 01:31:30,3,14,7
2025-09-14 01:32:00,3,14,7
2025-09-14 01:32:30,3,14,7
2025-09-14 01:33:00,3,14,7
2025-09-14 01:33:30,3,14,7
2025-09-14 01:34:00,3,14,7
2025-09-14 01:34:30,3,14,7
2025-09-14 01:35:00,3,14,7
2025-09-14 01:35:30,3,14,7
2025-09-14 01:36:00,3,14,7
2025-09-14 01:36:30,3,14,7
2025-09-14 01:37:00,3,14,7
2025-09-14 01:37:30,3,14,7
2025-09-14 01:38:00,3,14,7
2025-09-14 01:38:30,3,14,7
2025-09-14 01:39:00,3,14,7
2025-09-14 01:39:30,3,14,7
2025-09-14 01:40:00,3,14,7
2025-09-14 01:40:30,3,14,7
2025-09-14 01:41:00,3,14,7
2025-09-14 01:41:30,3,14,7
2025-09-14 01:42:00,3,14,7
2025-09-14 01:42:30,3,14,7
2025-09-14 01:43:00,3,14,7
2025-09-14 01:43:30,3,14,7
2025-09-14 01:44:00,3,14,7
2025-09-14 01:44:30,3,14,7
2025-09-14 01:45:00,3,14,7
2025-09-14 01:45:30,3,14,7
2025-09-14 01:46:00,3,14,7
2025-09-14 01:46:30,3,14,7
2025-09-14 01:47:00,3,14,7
2025-09-14 01:47:30,3,14,7
2025-09-14 01:48:00,3,14,7
2025-09-14 01:48:30,3,14,7
2025-09-14 01:49:00,3,14,7
2025-09-14 01:49:30,3,14,7
